"Id","Name","Description","Tel","Add","Zipcode","Opentime","Map","Px","Py","Class","Website","Parkinginfo","Changetime"
"C3_382000000A_206155","康喜軒牛角麵包總公司","三峽好伴手‧康喜軒金牛角-臺灣素有美食王國之稱，全臺各鄉鎮市都有地方指名的伴手好禮！說起新北市三峽區，金牛角可說是當地美食代表，想要品嚐外酥內Ｑ的金牛角又想了解三峽金牛角文化的民眾，康喜軒金牛角是你不可錯過的寶地！金牛角冰淇淋‧臺灣之光-康喜軒金牛角是三峽在地的麵包烘焙老店，人稱貓王的創始者為了傳承且創新家鄉的金牛角文化，積極投入研發金牛角風味的無限可能，其中金牛角冰淇淋是全臺首創的驕傲產品！ 近年來，康喜軒金牛角將觸角延伸至海外，要讓全球品嚐臺灣之光！","886-2-26701861","新北市239鶯歌區鶯歌區鶯桃路53號","239","09:00∼18:00","","121.34148","24.95209","09","","","2022/09/01 16:14:17"
"C3_382000000A_206158","呷冰站","位於新北市三峽區的呷冰站鄰近臺北大學，經營團隊座右銘是五星級的裝潢、衛生與美味，大學生的份量與價位！以優質產品、平價消費與超值享受為經營理念的呷冰站，經營團隊吃遍全臺特色冰品，精選在地優良農特產品，屏東九如檸檬、臺南愛文芒果、九份阿柑姨手工芋圓、地瓜圓等都是經過挑嘴親友的認可才脫穎而出的食材！嚴選食材外，經營團隊連製冰用水與環境衛生更是講究，多重過濾生成潔淨水、紫外線殺菌燈照射等設備都是經營團隊對消費大眾的負責態度！用心製冰的呷冰站，甫一開幕，立即獲得許多父母的信賴，健康冰品，小朋友吃得更開心！","886-2-86726262","新北市237三峽區國際一街82號","237","12:00–21:00 七八月:13:00-22:00 (週二休)，2018/9/17~2019/4/30休息","","121.37107","24.94149","09","","","2018/12/27 16:53:01"
"C3_382000000A_206159","帕爾堤麵包蛋糕","位於蘆洲的帕爾堤烘焙坊，就如同同音「party」字面上的涵義，帕爾堤希望讓顧客都能像置身在派對中一樣輕鬆、無壓力，擁有一個愉快的購物環境。經營者本身從事烘焙工作，熱愛製作麵包及蛋糕，擁有自家烘焙工廠，強調產品品質及用料實在，希望將「麵包、蛋糕」這些平凡卻又不可或缺的食物更融入日常生活，讓顧客吃到「幸福」的味道。結合各式現泡、現煮的飲品，並設有座位，顛覆一般麵包坊的傳統印象，帶給消費者耳目一新、多元化的感受，也相當受到蘆洲這個新興社區許多家庭、親子的喜愛與支持。","886-2-82852860","新北市247蘆洲區長榮路211巷5號","247","10:00 - 21:30 / 過年休四天除夕開始","","121.46042","25.08477","09","","","2020/07/28 15:23:12"
"C3_382000000A_206186","八里亭麵館","八里亭麵館顛覆一般傳統中式麵館的口味，結合異國主餐風味，並搭配得獎的牛肉麵，讓中永和附近居民與上班族感受與眾不同的餐飲享受，用餐時段總是絡繹不絕的人潮，受歡迎程度由此可見。八里亭老闆之一吳先生是柬埔寨華僑，曾經營泰國料理餐廳，親自烹調研發的料理道地且美味，結合中式簡餐的優點，將異國風味主餐結合在中式簡餐中，味道不但特別價位更實在，「用便宜的價錢吃到大菜！」多人同行便能一次享受到各種異國風味主餐的好味道，適合闔家用餐或團體聚餐。推薦菜色:清燉牛肉麵、椒麻雞飯、極品海鮮麵","886-2-29291108","新北市234永和區中山路一段293號1樓","234","11:00-14:00 、17:00-20:00(每週二公休)","","121.50681","25.00684","09","","","2019/10/27 15:17:41"
"C3_382000000A_206187","黃金海岸活蝦之家","在永和福和路上、靠近竹林路口的路旁，有一間小小店面「黃金海岸」，是申請黃金海岸為商標的第一家。黃金海岸在永和經營了十逾年，店內的海鮮料理相當受到雙和地區民眾的喜愛。當初張老闆在高雄吃到這些海鮮料理，覺得很美味，於是回到臺北後自己摸索烹調的過程、邊作邊試吃，慢慢研發出屬於自己的口味，開了這間黃金海岸。海鮮食材跟南部屏東產地的廠商固定配合，活蝦都採現撈現煮，相當新鮮。還沒嚐過「黃金海岸」海鮮的朋友，老字號的「黃金海岸」，就在永和福和路上，邀請喜愛海鮮的老饕一同來賞味。","886-2-22314125","新北市234永和區福和路182號","234","18:00-03:00","","121.52049","25.00794","09","","","2016/12/30 17:38:51"
"C3_382000000A_206193","建香四姐妹(建香海鮮料理店)","建香（四姊妹）海產店，位在野柳風景區內的，在當地已經成立了二十年的時間，能在競爭激烈的風景區裡長期佔有一席之地，所憑藉的，就是新鮮的食材、可口的料理、親切的服務，以及物超所值的消費。餐廳目前已接手給第二代經營，由四位姊妹負責，正式定名為「建香四姊妹海產店」。女性所烹調出來的料理，口感一點都不輸給其他廚師，還更加細緻、用心。新鮮、平價，以及親切的服務態度，是在風景區內站穩腳步的不二法門，建香四姊妹海產店的好口碑，邀請您一同分享。","886-2-24921602","新北市207萬里區野柳里港東路160號","207","10:00 - 19:00 (需預約)","","121.6899","25.20485","09","","","2020/07/28 11:55:35"
"C3_382000000A_206203","萬吉豆腐老店","位於深坑老街「集順廟」對面的「萬吉豆腐美食」是由在老街土生土長的深坑老在地所經營。出身深坑，也在當地老街經營餐飲業，當然三句話不離豆腐！深坑人將單純的豆腐加入創意、製成各類美食的功夫早已名聞遐邇！「萬吉」的客源可分為平日與假日兩種，平日以北二高與信義支線、來自新店、士林、臺北東區的老主顧為主，假日自然是以觀光客為主要客源。「萬吉」店中由三位自開幕便共事的老師傅一同主管廚房，強調服務是經營之本！在商譽之外，能多注重衛生與食材及服務品質的自我要求！","886-2-26629036","新北市222深坑區深坑街122號","222","10:00 - 20:00 / 週四公休","","121.61348","25.00137","09","","","2020/07/28 12:55:03"
"C3_382000000A_206213","阿城鵝肉","位於清水路上的傳統鵝肉店「阿城鵝肉」，自民國79年成立至今，於土城一帶已有20多年的好口碑，創始者蔡芳成先生與妻子，當年在因緣際會之下，開創了第一間店面。倆夫妻白手起家創業，兩人秉持著「一定要成功」的信念，好口碑也打下了往後20年的成功基礎。二代經營者蔡宗佑先生傳承了父親對於阿城的熱情與使命，身為六年級生的他以設計系的專業與天份，將店內的空間菜單做了一番用心的設計，有別於大型餐廳的規模，阿城希望可以成為土城人心中的「家庭餐廳」，也讓外地的遊客經過土城時，可以「玩在土城、吃在阿城」。推薦菜色:鵝肉、麻辣鵝血、蝶花脆飩","886-2-22650484","新北市236土城區清水路78號","236","11:00 - 20:00 / 沒有公休 (員工旅遊會休)","","121.4567","24.98173","09","","","2020/07/28 14:52:05"
"C3_382000000A_206216","一回生二回熟","特殊逗趣的店家名稱：「一回生、二回熟」，賣的其實是台灣人最愛吃的火鍋。之所以取名為「一回生、二回熟」，就是要強調食材的好，因為夠新鮮，在鍋裡涮時間不需久，才能一回生、二回熟，感受恰到好處的口感與味覺；另一種涵意，當然就是希望顧客光臨一次、就會因喜歡而接二連三再來囉。。","886-2-22196130","新北市231新店區中央五街6號","231","11:00 - 20:30 (可以用餐到22:00)","","121.52994","24.97391","09","","","2020/07/28 13:34:47"
"C3_382000000A_206225","八八八海鮮","位在三芝市區的「八八八臺式海鮮」主廚陳羿箖先生用自己的創意研發出一道龍蝦三明治，不但兼具色香味，連外觀也是讓用餐的朋友大感驚喜。人稱阿國師的陳羿箖先生從18歲開始就學習中菜，到目前為止已有近30逾年的料理經驗。阿國師的另一個強項是泰式料理，搭配新鮮海味和創意更是呈現不同的風味。","886-2-26363997,886937990090","新北市252三芝區中興街2段30號之1","252","11:00 ~14:00 , 14:00~17:00 休息 17：00~ 21:00(週三公休)","","121.49903","25.2558","09","","","2021/10/20 12:00:00"
"C3_382000000A_206229","女皇餐廳(女皇海鮮餐廳)","來到北海岸嚐海鮮，萬里區的野柳、龜吼是饕客們最愛嚐美味的熱門地點，位於野柳的女皇海鮮餐廳，已是第三代經營，也是當地著名的海鮮餐館。以野柳漁港的新鮮海獲為食材，配合大廚的特殊料理創意，不論是店內的招牌菜清蒸三點蟹，還是外面較少吃到的軟絲生魚片，或者清淡的炒海菜、炒鯊魚，都有店家很用心的滋味。特別是炒海菜的食材，是野柳本港沿海潛水摘採的，超新鮮、絕對美味，也只有萬里海岸一帶才有，且因季節不同品種也有所不同，是到北海岸泡湯、吃美味不可錯過的鮮滋味。北海岸的野生三點蟹秋季正肥美，肉質鮮甜且價格平實，和野生軟絲生吃法齊名，用探照燈半夜捕撈的軟絲，是野柳海鮮美味一絕。","886-2-24922049","新北市207萬里區野柳里港東路163號","207","平日10:00 - 19:30 / 假日:10:00 - 19:30","","121.68991","25.20488","09","","","2020/07/28 11:52:51"
"C3_382000000A_206230","舜德農莊休閒餐廳","位於深坑外環道下、文山路一段的舜德農莊，是一間擁有傳統美味料理、山產的山莊餐廳。擁有上千隻自家養殖的放山雞，以天然穀物、玉米餵食，讓山雞肉質堅實富彈性、甘甜可口，是深坑難得一見的自家放山雞料理。舜德擁有寬敞的戶外座位，燈光極富設計感、給人眼睛一亮的舒適感受，一年四季還可以聞到自然的花鄉由四處飄來；室內座位更有包廂，讓顧客歡唱KTV，無論筵席或一般家庭聚餐桌菜皆適合。一到假日便人潮絡繹不絕，供應的料理有深坑傳統的豆腐料理、山產、時蔬、合菜等，歡迎您蒞臨品嚐。","886-2-26648888,886226622952","新北市222深坑區文山路一段62巷35號","222","週一~週五11:00-14:00－17:00-21:00（供餐時間到20:00)週六~週日11:00-21:00(週二休)","","121.62193","25.00072","09","","","2018/12/27 10:46:15"
"C3_382000000A_206237","鹿鶴園蔬食養生館","隱身在南天母風景區的山林間、專門供人賞景、喝茶、嚐茶點的茶館「鹿鶴園」，結合了土城的自然山色景觀，並專門提供健康素食簡餐、品茗、茶點，是一間風格相當素雅的品茗茶館。「鹿」象徵福祿壽的「祿」；「鶴」則象徵了和平的「和」字，「鹿鶴」兩字，也同臺語發音的「越來越好」之意，連命名都相當用心。「我們發願希望所有的人一進門，心靈就可以馬上沉澱下來。」園主強調店內主張寧靜的感覺，由於依山傍水，不但讓人暫時忘掉山下的煩惱，當起了霧、飄點小雨的時分，景色更呈現霧濛濛的浪漫詩意，令人陶醉其中。","886-2-22693645","新北市236土城區承天路92-5號","236","12:00 - 20:00 (週二公休)、除夕~初四休","","121.44596","24.95449","09","","","2022/06/08 16:24:37"
"C3_382000000A_206241","劉安平古早味什錦麵","劉安平古早味，雖然在中和安平路上沒有顯著的招牌或看板，但令人無法轉移目光的是絡繹不絕的用餐人潮，無論是內用或外帶，不難見到顧客將店門口塞到滿滿的景象。這是因為劉安平古早味每份料理皆堅持現點現做，就連麵品也不例外，所以想吃的顧客就必須耐心等候。什錦麵也許大家都不陌生，但什麼樣的什錦麵好味道，竟可以流傳40年以上歷久不衰？這碗什錦麵的湯頭大有來頭，店家精心熬煮的大骨柴魚高湯，再添加自家秘方調味，呈現獨到的鮮美，與海鮮食材相得益彰，麵條吸附高湯後，每一口都嚐到鮮甜，是在小吃中難得一見的好味道。推薦菜色:什錦麵、大滷麵、各式炒飯","886-2-29480360","新北市235中和區安平路128號","235","11:10 - 20:30 / 週日公休、過年除夕至初六休息","","121.51202","24.99776","09","","","2020/07/28 14:50:53"
"C3_382000000A_206246","義麵寶寶義大利麵","義麵寶寶主廚劉師傅，早期從外場員工學習到內場廚房，歷經多年習得一手好廚藝，並學習如何開店、創業，將一間店從無到有打拼起來，由於還是喜愛餐飲，劉師傅決定在中和自家附近開一間義大利麵館，結合地區性的平價消費，並將自己所長運用發揮，加上喜獲麟兒，將店名取為義麵寶寶。劉師傅表示，每份義大利麵都使用自行熬煮的蛤蠣高湯來拌炒，並堅持用料要實在、並且使用大量的蔬菜，認為堅持品質，客人覺得好吃才會再回流。店裡採半開放式的廚房，顧客可以看到師傅現作每一份餐點，非使用調理包，現炒的風味更佳、更值得品嚐比較。推薦菜色:青醬義大利麵、奶油義大利麵、辣味海鮮義大利麵","886-2-22492187","新北市235中和區圓通路198巷2號1樓","235","一~日 11:00-14:30、17:00-21:00","","121.49607","24.99446","09","","","2021/09/27 16:22:58"
"C3_382000000A_206276","香榭咖啡屋","美麗香榭‧遇見幸福-在光影變幻錯落間，用一杯咖啡的溫柔，吟一首知解的歌，燃一枚笑顏，暖無數個寒天。也許情歌慢板輕跳，也許琴聲響動，也許埋首工作，也許自在閱讀，在香榭，歡聚與獨處都是幸福 …","886-2-22720926","新北市220板橋區大勇街28號","220","11:30~21:00 星期二、五公休","","121.45381","25.01706","09","","","2018/06/25 10:11:00"
"C3_382000000A_206281","好茶饌(原順益茶館)","坪林文山包種茶享譽全臺，其係清光緒年間由福建泉州引進之品種，烘焙後之茶葉呈條索狀，沖泡後之茶湯金黃，茶香幽雅，落喉甘潤。「順益茶館」本身便是經營茶園的店家，老闆將茶葉和餐飲結合推出茶餐饗宴，其招牌菜色包括老茶山豬肉、茶油松板肉、茶油土雞、茶油麵線、茶葉香腸等，最大特色便是料理內蘊茶香，滋味清爽不膩，風味獨絕，教人一試成主顧。","886-2-26658000","新北市232坪林區北宜路八段216號","232","11:00 - 15:30、17:00–20:00 / 每週二公休","","121.70678","24.93455","09","","","2020/07/25 15:26:23"
"C3_382000000A_206283","深坑麗芬肉粽","說到麗芬肉粽就不得不提到這家店的歷史，原本是由廖麗芬阿嬤所創立的肉粽店，從一開始並沒有店面招牌，傳承手藝到第三代的廖麗芬接手後，才以自己的名字登記註冊商標，並將店家改為肉粽專賣店，肉粽內餡是由胛心滷肉，以及炸得香酥的芋頭，再加上整朵香菇，風味絕佳，如果事先預定，還可以依照客人的需求，加入蛋黃、干貝及栗子等配料，口感扎實，深獲客人青睞。另外，店家還有提供養生的紫米肉粽及紅麴肉粽，夏天消暑的紅豆鹼粽及原味鹼粽。","886-2-26621794","新北市222深坑區深坑街80號","222","08:00 - 20:00 (全年無休)","","121.61427","25.00152","09","","","2019/10/27 14:44:58"
"C3_382000000A_206284","嘉義閣小吃店","開啟深坑老街美食濫觴的王嘉義、王水成兩兄弟，早年在廟口開麵攤，後來弟弟的深坑廟口豆腐王水成老店遠近馳名，而手藝超群的哥哥王嘉義「嘉義閣」也不遑多讓，在老街也以豆腐美食打響名號，由於深坑豆腐燒煮方式不去黃豆豆頭，熬煮時沉底後略帶焦味，料理成紅燒豆腐、豆腐羹有一種特別的香味，軟嫩滑順的味道，也很令美食行家推薦。","886-2-26623888","新北市222深坑區深坑街58號","222","10:30-19:30(周三公休)","","121.61471","25.00178","09","","","2017/07/06 11:47:01"
"C3_382000000A_206287","不一樣燒臘店","座落於淡水老街街口的「梁記燒臘店」，是真正具有香港血統的廣式燒臘名店，每逢用餐時間，店裡總擠滿人潮，不僅淡水人愛吃，不少外地來的內行饕客也經常來此大快朵頤。廣式燒臘的特色，在於肉香濃重、皮薄色鮮，油潤脂滑的口感，讓饕家們總是讚不絕口，店裡的招牌料理很多，部分如鼓油皇炒麵、燒鵝腿、干炒牛河等等，火候獨到，是一般燒臘店少見的特別菜色。推薦菜色:臘味飯","886-2-26215627,886226239015","新北市251淡水區北新路182巷27號","251","10:30 - 20:00 / 週五公休","","121.44875","25.17749","09","","","2020/07/28 15:40:27"
"C3_382000000A_206300","烏來小吃店","位於烏來老街上，主要提供原石燒烤的山豬肉及泰雅風味料理，這裡有道女士們趨之若鶩的名菜，那就是對女性朋友很有幫助的「青木瓜大奶煲」，這道菜取用山上尚未成熟變黃的青木瓜，由於此時青木瓜富含木瓜酵素，以其和中藥的紅棗、枸杞、小排骨、白木耳等一起熬燉，據中醫師表示，女性吃青木瓜可以形補形，對發育頗有幫助，懷孕婦女吃也會增進乳汁分泌，山村小店居然有這種滋補名菜，果真是不同凡響。","886-2-26617616","新北市233烏來區烏來街91號","233","10:30 - 21:00 / 週二公休","","121.55158","24.86393","09","","","2021/09/28 04:44:42"
"C3_382000000A_206306","合歡茶宴風味餐廳","合歡茶宴風味餐廳位於坪林街上，所推出的茶餐風味獨絕，為當地最老牌的茶宴餐廳之一，合歡餐廳的經營者在北勢溪上游漁光、虎寮潭一帶亦經營合歡營地，溪谷腹地寬廣，向來是坪林露營勝地，當地並有多處營區，提供完備的野營場地、設施。","886-2-26656434","新北市232坪林區水德里水聳淒坑28號","232","平日 10:30 - 17:30 (17:00要到) / 假日 10:30 - 19:30 (19:00要到)  (請事先來電)","","121.71162","24.93398","09","","","2020/07/28 14:13:03"
"C3_382000000A_206308","阿婆壽司","來到鶯歌遊玩的民眾，除了陶瓷博物館、陶瓷老街、鶯歌石登山步道外，最重要的美食據點，應該就非「阿婆壽司」莫屬。阿婆壽司早期是由李陳英老太太在鶯歌的中正一路旁賣壽司，由於口味獨特又好吃，深獲大家的喜愛，於是「路邊賣壽司的阿婆」名聲不脛而走，最後開店面就將店名註冊為「阿婆壽司」。透天厝的用餐環境，讓吃份壽司都感覺很享受，店內共有多達十幾種口味的壽司供消費者點用，壽司十分平價，真是大碗又滿意。第二代老闆娘陳愛娜說，阿婆壽司的原則就是讓客人吃到便宜又好吃的壽司，這也是阿婆當年做壽司的堅持。","886-2-26709345","新北市239鶯歌區中正一路63號","239","24小時全年無休","","121.35222","24.95431","09","","","2017/07/07 01:33:07"
"C3_382000000A_206310","雪豹冰城","金山廟口綜合冰城就是金包里老街上的雪豹綿綿冰，為當地老字號冰品店，自第一代在金山賣冰及甘蔗汁算起，至今已超過30年。秉持真材實料、現做現賣的原則，這裡的冰品在金山眾多小吃中異軍突起、一枝獨秀，採用低糖、低脂的上等原料，口感不甜膩有健康概念，都是廟口綜合冰城多年盛名不墜的原因。其產品包括各式口味綿綿冰、雪花冰等，尤其以金山57號蕃薯所製的甘藷冰淇淋，綿密細緻，最是別出新裁。","886-2-24987331","新北市208金山區金包里街94號","208","週一~週五10:00-18:00 / 週六日10:00~20:00","","121.63852","25.22182","09","","","2019/10/27 13:48:13"
"C3_382000000A_206315","泰雅媳婦麻糬","為烏來老街上製作小米麻糬的專家，口味眾多，有紅豆、芋頭、山藥、綠茶、地瓜、花生、芝麻等多元口味，小米麻糬的特色為小小圓圓，剛好一口大小，香Q有彈性，非常可愛又好吃。除了麻糬，店家亦賣有其它在地特產，其中胖胖的黃金地瓜乾，微甜不膩，非常爽口，遊客還能品嚐添加黑糖熬煮的地瓜乾，濃濃的黑糖香非常吸引人。","886-2-26616315,886932918853","新北市233烏來區烏來里烏來街18號","233","10:00 - 20:30","","121.55146","24.864","09","","","2020/07/28 14:17:06"
"C3_382000000A_206317","三角湧金牛角","近來當紅的牛角麵包，起源就是三峽的這家三角湧金牛角。純手製作，外皮酥香，內餡紮實柔軟，一口咬下滿嘴奶香，其油亮金黃的色澤，更引人垂涎。","886-2-26733335","新北市237三峽區大同路79號","237","週一~週六06:30-18:00(售完為止) 週日8:00.-16:00，過年休除夕到初四","","121.37522","24.92719","09","","","2018/12/27 16:46:30"
"C3_382000000A_206329","巷子美食館","在四號公園週遭有許多義大利麵店，可是只有巷子美食館提供最新鮮最不同於一般義大利麵店的菜單！以真材實料製作每一道餐點，價格卻是平易近人的可愛價格，請您一同來品嘗這非常超值的美味！推薦菜色:墨魚麵、和風魚子麵、法式鯛魚麵、奶油青醬雞柳、奶油海鮮","886-2-29282248","新北市235中和區中和路378巷12號","235","11:30 - 21:00 / 週二公休、過年休息幾天不一定","","121.51108","25.00185","09","","","2020/07/28 14:27:55"
"C3_382000000A_206358","巨龍山莊","山水之情自然流露，依偎在洪荒峽畔的巨龍山莊，建築以紅磚牆砌成，充滿古色古香，且是國內第一家以茶餚主題的餐廳，除以茶餚聞名外，「水世界」溫泉館也頗知名，大浴池分有捶背、噴絲、單孔、氣泡等各式按摩設備，可享受按摩樂趣。仕女區半露天池，可以邊泡湯邊欣賞洪荒峽巨岩磷峋的景緻；男仕養生池的半露天湯則是欣賞到堰堤水壩的景觀。位山之顛、水之涯，視野可鳥瞰洪荒峽，將其之美盡收眼簾。","886-2-26616333","新北市233烏來區忠治里新烏路五段60號","233","泡湯08:00 - 23:00 / 餐廳已歇業","","121.54776","24.87171","09","","","2020/07/28 14:15:24"
"C3_382000000A_206376","兄弟食堂","兄弟食堂位在金山媽姐廟隔壁分局正對面，因為地處山村與海港交界地，因此這裡的料理不論海鮮臺菜或山產畜產都很有名； 提起「兄弟食堂」，不僅金山在地人如雷貫耳，就連外國來的觀光客都知道要來這裡嚐嚐道地的美味。「兄弟食堂」經營十多年，由於口碑甚佳，除了目前位在媽祖 廟旁的本館，還增建了一處可容納180桌酒席的新餐廳，不過僅供團客使用，一些散客則可到廟旁的本館用餐。","886-2-24986458","新北市208金山區大同里金包里街2號","208","11:00 - 21:00","","121.6406","25.22057","09","","","2020/07/28 12:10:26"
"C3_382000000A_206401","馮記上海小館","「馮記上海小館」在永和地區是很有名的一家餐廳，很多名人包括朱立倫市長、宋楚瑜...等政界人物都來這裡吃過，賴雅妍也是從小吃到大，「小時候是父母帶我來的，我們家常在這裡聚餐。」她說。「馮記上海小館」的老闆馮兆霖是浙江人，親切、好客的個性，聽說有記者要來拍照、採訪，使出所有看家本領、搬出所有的鎮店之寶，不一會兒功夫，十多道菜上海名菜，就擺得滿滿一桌，砂鍋獅子頭、無錫脆鱔、清炒蝦仁、蝦仔烏參、甜豆魚丸、青蟹粉絲堡、面拖紅條、紅條燒豆腐、薺菜炒年糕、腐乳肉、糟缽頭、葱油芋艿、葱烤鯽魚...等，讓人看得眼花撩亂。","886-2-29294104","新北市234永和區文化路90巷14號","234","11:00-14:00 17:00-21:00 (每月第二與第四個週一公休)","","121.5139","25.01593","09","","","2019/10/27 15:24:26"
"C3_382000000A_206408","煙燻小棧","在餐館屋頂的露天座位大啖豪爽的香腸大餐，當然少不了德國進口啤酒的搭配，在三芝區間享用這樣的美食，真的是一大享受！","886-2-26368299","新北市252三芝區中興街一段27號","252","11:30-19:30 (週三公休 國定假日都有開)平日17:00以後只開放訂位","","121.49739","25.25831","09","","","2019/06/11 16:44:50"
"C3_382000000A_206409","VILLA SUGAR","有著南洋島國風情的VILLA SUGAR簡單的色彩，純潔無瑕的白融入自然的木頭原色，對照於海天一色的沙灘，正是使人百去不厭的主因。店內推薦的招牌海鮮酸辣義大利麵，炒乾的麵條吸附檸檬汁的酸度與辣椒粉的微辣，風味絕佳。","886-2-26361585","新北市252三芝區土地公坑54-16號","252","11：00-21：00","","121.46603","25.24971","09","","","2019/06/11 16:40:39"
"C3_382000000A_206421","巴莎諾瓦","在室內可以感受地中海式的放鬆，在露天區則享受海風的親吻。巴莎諾瓦融合了義式、美式以及南洋風味，天氣熱時不妨來個海尼根冰沙，沁涼冰透的消暑口感。","886-2-86353218","新北市252三芝區後厝里土地公坑54-6號","252","平日11:30 - 22:00 / 週五 ~ 週日11:00 - 23:00","","121.46691","25.25","09","","","2020/07/28 15:45:44"
"C3_382000000A_206430","家一牛肉麵","半肚半肉麵，混合牛肚的半肚半肉麵，脆口的牛肚與鮮嫩的牛肉，口味超搭配","886-2-29833378","新北市241三重區新北大道1段21號","241","11:30~22:30 每月第二週及第四週的星期四公休","","121.49373","25.07134","09","","","2021/11/29 16:11:31"
"C3_382000000A_206491","李園清真小吃","華新街上的印度烤餅，就屬這間李園人氣最旺。 店內瀰漫撲鼻的奶油香，只見老闆熟練的將餅皮一塊塊的甩上烤爐，烤得微膨的餅皮，豪邁的塗上奶油，就成了店內的人氣招牌，奶油印度烤餅。豌豆口味的印度烤餅，酥薄的印度餅搭配熬成泥狀的豌豆醬，是嘗試異國風味的入門菜。（時報周刊曾經推薦報導。）","886-2-86689653","新北市235中和區華新街9號","235","週一至週日06:30-16:00 (週四公休)、過年正常營業","","121.50769","24.98534","09","","","2019/10/27 15:30:34"
"C3_382000000A_206499","走味的咖啡","溫暖氣息在一進門就立刻瀰漫在週遭的簡單咖啡廳，這裡不只販售好咖啡，還多了一股人情味，從臺北返鄉經營的女主人，室內設計由兒子操刀，結合在地天燈元素和造型牆面，讓投印在空間處的天燈倒影宛若在店內升空，十分有創意。","886-2-24958890","新北市226平溪區十分里十分街110號","226","10:00 - 18:00（肺炎期間都沒有公休)","","121.77698","25.04304","09","","","2020/07/28 13:27:45"
"C3_382000000A_206513","皇宮茶坊","皇宮茶坊有濃濃的日式建築風格，是平溪一棟日據黑瓦建築。在此用餐、品茗、喝咖啡，是您遠離塵囂、享受寧靜、洗滌心靈的最佳好去處。*請先去電預約","886-2-24952021","新北市226平溪區白石里白石腳5號","226","11:00 - 18:00 / 星期一、二公休","","121.72181","25.02161","09","","","2020/07/28 13:28:41"
"C3_382000000A_206531","丹野商行","丹野商行已有二十逾年，老闆楊秀能是永和人，販賣以食材、醬料為主，商品皆從韓國運送回來，讓您不用出國也能品嘗到道地的韓國料理。","886-2-29212826","新北市234永和區中興街31號","234","10:00~22:00，週日10:00~18:00 ( 僅休過年 )","","121.51617","25.01187","09","","","2017/07/06 21:02:08"
"C3_382000000A_206547","麒麟閣沙茶火鍋","濃郁的魚鮮湯頭，搭配鮮美的牛肉涮煮，濃厚的沙茶香與火鍋堪稱美味的絕搭。人氣名點炸雞翅與炸旗魚更是來店必點的招牌。金黃酥脆的外皮包住鮮嫩美味的肉質，搭配美味的湯頭、極品的美味沙茶醬與口感細膩的牛肉，絕妙滋味令人難忘。推薦菜色:炸旗魚、炸翅膀","886-2-29249259","新北市234永和區永和路二段57號2樓","234","10:00 - 15:00、17:00 - 22:45 / 除夕 ~ 初五以及6、7月休","","121.5146","25.01109","09","","","2020/07/28 14:24:57"
"C3_382000000A_206558","哥弟筒仔米糕","筒仔米糕，古法手工製作，將飯及油蔥放進木桶攪拌，搭配芹菜、肉鬆，獨門甜辣醬，不吃不可","886-2-29255261","新北市234永和區保安路29號1樓","234","16:30~24:00(週日公休、隔週休禮拜六)","","121.50987","25.01624","09","","","2022/06/08 17:00:42"
"C3_382000000A_206559","留香園江浙菜","牛筋牛肉煲，牛筋入口即化，咬下鬆軟的牛肉，香味自口中化開，餘味猶存。推薦菜色:蘿蔔牛筋牛肉煲、香蔥烤子排","886-2-29228998","新北市234永和區永生路283號","234","11:00-14:00、17:00-21:00(週一公休)","","121.51135","25.00511","09","","","2021/09/27 15:49:08"
"C3_382000000A_206562","三分俗氣","能讓香港的美食專家蔡瀾來臺必嚐美味的「三分俗氣」，是隱身在國光路永和區公所後方的人氣江浙小餐館，簡單裝潢的用餐環境，每一道料理卻都不簡單，不僅蔡瀾，國內不少美食家也被曹老闆精緻的江浙料理手藝所吸引，讓店裡的人氣菜色，成為美食書和節目介紹的指標。曹老闆以私房料理起家，江浙美味精緻料理令老饕們難以忘情，來吃過的，紛紛成為這兒的老主顧。老闆在牆面掛上蘇軾的《 寒 食 帖 》，風雅氛圍卻取名「三分俗氣」，十分有趣。店裡深獲行家們推薦的，都是老闆的功夫菜，最具人氣的砂鍋獅子頭是來店必點的人間美味，軟綿卻不鬆散的豬肉餡，肉剁得十分細緻整齊，光這道菜就不難發現曹老闆的刀工了得，也是母親節招待媽媽的水準佳作。","886-2-22311103","新北市234永和區國光路49巷8號","234","11:30 - 14:00、17:30 - 21:00 / 週二、三公休","","121.51899","25.00794","09","","","2020/07/28 14:20:18"
"C3_382000000A_206572","九寮坡農莊","來到古早味的九寮坡農莊，除了享受在群山環抱的懷舊氣氛，這裡的茶饕更是招牌料理，特別推薦烏龍茶煎豆腐，是用茶由先煎過然後再用烏龍茶泡開，口感綿密香氣宜人。搭配綠茶飯及茶油雞等餐料理更是三五好友相聚的最佳用膳地點。這裡提供您美景與美食，讓您能在此休憩。餐廳招牌菜色有：活力菜、白斬雞、香椿豆腐、野薑花烘蛋等美味佳餚。","886-2-26631886","新北市223石碇區碇坪路一段226號","223","11:00-20:00( 晚餐點菜至晚上7點 )  週三休","","121.67461","24.98081","09","","","2020/07/25 15:24:09"
